concepts,c1,c2,c3,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58
angry,0.18942003406145175,-0.01886805586789437,-0.2128171296393362,-0.18805788898544096,-0.04433264503714296,-0.12518391994071199,-0.19995184815262407,0.035289958185592996,-0.029625527030586962,-0.08801492717506304,0.03404792342860502,-0.043007653125398004,-0.018556522021709987,-0.15592537957143898,-0.09845850168722098,-0.11378852961087405,0.0038885731890759834,-0.07297589163195001,-0.028156720590718,-0.15961228802795002,-0.06311699398270398,-0.13903285991110698,-0.05076555453103704,-0.10374155165949195,-0.10523072364398905,0.02190592488561305,0.023858408343555015,-0.002895081975199054,-0.19439832600223994,-0.23382391978733902,0.05933417514558603,-0.04028203199950303,-0.11223980417858304,-0.066817354009507,-0.02641318286532801,-0.051057692316475,-0.008626766566946942,-0.09223665707550505,-0.11175701164518498,0.088308569241901,0.015050298355876013,-0.11826878363462207,0.10854525387608305,-0.00800426325096204,-0.133370483197778,0.019440925958084998,0.055598781387874,-0.052385854275454946,-0.10193571482749497,-0.11939719384624997,-0.147205559992155,0.01172635121441995,-0.08972383602474998,-0.07357886086856802,-0.017090347585485,0.04812453730153898,0.145972067264716,-0.056069898080367,-0.05968678770830199,-0.09220001826684104,-0.08821644010416901
disgust,0.0833711750827143,0.03198165397370517,-0.236291235015811,-0.08348471825373399,0.005240525694564013,-0.051464407745590024,-0.14342745790872108,0.02650947038071394,-0.00035723434765999595,-0.07484419546774601,0.058438167331043955,-0.0059954580034470295,0.025041038953899974,-0.10604733079095202,-0.020714599248196963,-0.05738609058648403,0.049010524408587997,-0.047731989192924984,-0.013339647419987,-0.131319605101121,-0.09147065251928899,-0.041776762350131946,-0.014180188677378025,-0.05264399068388298,-0.13352340657081802,0.03129616878805208,0.11648035956306702,-0.017163374658126007,-0.11647149673394697,-0.19528733442148505,0.09189515075534305,0.06429113873220493,-0.08364224320297303,0.03214606062464004,-0.009340012133620013,0.05223499061035397,0.00594640416476,-0.06351714488038301,-0.08072042627933096,0.188979300949218,0.11316005445343602,-0.12131756412242706,0.140191595339498,0.09291037089537901,-0.013492434417291033,-0.02946151306630601,0.06681829358299596,0.05523609694405707,-0.011386934339691013,0.014627196397651976,-0.02019336487020401,0.12434830243393197,-0.027711640902798984,0.11788455376557894,-0.06995620124402102,0.052697708033245916,-0.015796225418210963,0.008869126309876019,-0.02682093404976499,0.0007877866112069309,-0.04242375717733998
fearful,0.1028275351880833,-0.015874061540438144,-0.20917658184531876,-0.13744813288788,-0.06189362064689896,-0.10298879798949195,-0.14489087254286803,0.006753372819738979,-0.0011499172744889874,-0.08081980522384302,0.07313328928226298,-0.024044238491252035,0.009980063344143975,-0.08452294054704901,-0.003214599248197003,-0.063788529610874,0.04962028050614897,-0.009988086753901004,0.012453035506842014,-0.12619765388160903,-0.054641384226605916,-0.029154811130619962,-0.03308262770176801,-0.03636350287900397,-0.10187706510740402,0.13123519317829602,0.06196816444111597,0.04082443021992199,-0.11622759429492296,-0.219860505153193,0.061285394657782044,-0.02723325151169803,-0.10602029198346102,-0.01114662230218999,0.034257548841990004,0.003698405244500047,0.007592745628175024,-0.06620007170965103,-0.07133018237689198,0.05782076436385197,0.010842981282705,-0.08436634461023207,0.08000866851023003,0.04077622455391594,-0.07824853197826603,0.006879950348328001,0.03895243992445996,0.02633365791966702,-0.08864303190066597,-0.04518987677308001,-0.05379092584581402,0.0008117170680789765,-0.11990676285401897,-0.014920324283202002,-0.11294400612207,0.02379526900885598,0.0913379209232531,-0.05911867856817199,-0.03285751941561904,-0.03616343290098806,-0.048521318152949966
happy,-0.23303896398896146,0.2788583980531702,0.17616393957857918,0.13505186711212003,-0.06219849869567995,-0.026464407745590002,0.0723042494083519,0.026265567941689993,0.138911058335267,0.18003385331274196,0.06788938684323903,0.17943137126484504,0.16735811212463098,0.07889169359929205,0.012395156849363986,0.09602854355985702,0.10254710977444204,0.20543874251439204,0.18300181599464704,0.10758283392326895,0.07237081089534503,0.14413787179621007,0.22081981132262196,0.019124301999044024,0.183427812941377,-0.18156968487048397,-0.15797085994912802,-0.035882886853247975,0.08060167399776008,0.18245656801753896,-0.03456826387880396,0.031242358244400026,0.15922361045556394,0.110865572819762,0.150538036646868,0.027783771098158994,0.06515372123793106,0.13477553804644693,0.21245030542798604,-0.074313381977611,-0.041657018717294936,0.10447511880440197,-0.03322303880684402,-0.016357921787548024,0.15028805338758694,0.044623852787353036,0.11194024480250897,0.08938243840747206,0.18721062663591898,0.11609061103179796,0.20919687903223494,0.05148244877539593,0.09289811519476199,-0.00046910477100703396,0.12236087192670997,0.09233185437470992,0.0913379209232531,0.186856931187925,0.258666870828283,0.12987315246486597,0.16324697452997705
sad,0.1276312028516957,-0.14685561820906803,-0.2475742441148527,-0.19878959630251497,0.048716135450662,-0.006586358965101957,-0.12982989693311103,0.12754605574656797,-0.024381624591562956,-0.09460029302872103,-0.010098418034809986,-0.112580823857106,-0.05593457080219799,-0.08866928201046398,-0.004799965101854986,-0.05964218814746003,0.0023032073354170013,-0.03968320870512099,-0.12096159863949901,-0.108758629491365,-0.064824311055874,-0.046045055033058946,-0.08411921306762205,0.026197472730752014,-0.13626730900984302,0.09489372976366206,0.10160231078257997,0.09204394241504399,-0.08323978941687399,-0.16144587100685104,0.12128539465778199,0.025022846049277958,-0.10992273100785105,-0.10236613449731197,-0.10860830481654699,0.021442307683525064,0.013995184652564996,-0.10187080341696803,-0.08511067018176999,0.150320764363852,0.114745420307095,-0.09546390558584206,0.12049647338827796,0.03852012699293994,-0.074894873441681,-0.04940053745654999,-0.08824268202676,-0.039641951836429934,-0.12254547092505597,-0.028299632870640967,-0.098547023406789,0.07142147316564001,-0.10978481163450599,0.04721382205826197,-0.12111473782938703,-0.041143755381388036,-0.09799134736942994,-0.08606989808036702,-0.10413800722049704,-0.14494392070586604,-0.13236278156758402
blueberry,-0.06500509701395937,-0.1804277077997845,0.10292969700434802,0.10109071083388999,0.192271916841809,0.16072732667175404,0.03460325573174894,0.22273237010971203,0.08898558408052398,0.011941034884557944,0.13483270210972503,0.04572315084930795,0.005594336153537993,0.174920374719437,0.21856159768043903,0.18228870616148296,0.22317041600750398,0.18308214811511397,0.058305564865469006,0.15930483030989995,0.202920720561109,0.17276140386486405,0.12422202451141995,0.048802486280887014,0.04142013453125892,-0.13874899833028598,-0.07491304603765503,-0.14392489227330202,-0.11321607667974698,-0.17062947534289502,0.015194608749923066,-0.0070921042668919965,-0.088278647900353,-0.02808880839071698,-0.04157917202521899,-0.07781130568594197,-0.07575187948474299,-0.048468590228170016,-0.033491428989357974,-0.09704825099296799,-0.09751519396571395,-0.11610866620011406,-0.05860583013475701,-0.10472738881555099,-0.098504855374834,-0.096249001774526,-0.038032654926488996,-0.10091001868376492,-0.111013176435445,-0.07515713061228502,-0.05071052837517204,-0.10836398302225503,-0.11983449546467795,-0.099007948492777,-0.12843068182216,-0.11925915736874104,-0.11933619831793996,-0.113156618947576,-0.062349389334317995,-0.13751167138337306,-0.088656819507963
lemon,0.2866747307417291,0.14272916655927825,0.09113353271103,-0.135761141017962,-0.20582993501004299,-0.17593933999491196,-0.17099859612010304,-0.14337874100139902,-0.10633848999355,-0.11004970585618301,-0.10660248307546,-0.09946203433587703,-0.12144270088349901,-0.206977773428711,-0.18421618009733898,-0.15368351606073904,-0.096042546955459,-0.11978822225525598,-0.11192591661601203,-0.16722294746787802,-0.18550520536481696,-0.13797933687587693,-0.10563908659969101,-0.06860492112651995,-0.09390393954281506,-0.19407307240435995,-0.19107045344506302,-0.16123970708811702,-0.16182718779085797,-0.13294429015770903,-0.13137946532415196,-0.13329580797059604,-0.10508420345590902,-0.11836658616849499,-0.122042134988182,0.02941091653628003,0.029479601996738047,0.018753631994053,-0.02275068824861698,-0.06450195469667197,-0.07501519396571393,-0.07666422175567006,-0.13610583013475697,-0.11009775918592202,-0.09785670722668499,-0.12277677955230398,-0.11432895122278502,0.06751590724216006,0.09107015689788805,0.06257435086919705,0.06303947162482793,0.058950831792558944,0.09646180083161804,-0.057156096640925025,-0.057226978118457006,-0.15097212033170404,-0.12452138350312497,0.21476004771909096,0.09487283288790394,0.19466425454255298,0.08166725456611101
mango,0.2700093039342347,0.22217174894998443,0.033131724287726934,-0.18076114101796198,-0.19786697204707998,-0.186494895550468,-0.17081341093491803,-0.09425837063102899,-0.11175515666021696,-0.11537377993025705,-0.102250631223608,-0.10839721952106202,-0.09278529347609099,-0.192301847502785,-0.20597543935659796,-0.15585944198666501,-0.11044069510360699,-0.111038222255256,-0.07891665735675302,-0.18958405857898902,-0.16768113129074297,-0.15557192946846998,-0.09989834585895002,-0.12814195816355695,-0.13807060620948103,-0.20300825758954494,-0.16852415714876606,-0.214063781162191,-0.163123484087154,-0.200120216083635,-0.090129465324152,-0.07774025241504001,-0.04147309234479801,-0.06308880839071701,-0.07727361646966402,-0.0013761205007569721,-0.020150027632890977,-0.09569081245039202,-0.07312105861898799,-0.08570565840037597,-0.05510778655830695,-0.053006814348262044,-0.06939286717179399,0.032680018591855986,-0.014847447967426042,0.043519516743992015,-0.03136598825982201,0.02871961094586406,0.01199608282381398,0.02868546198030797,-0.003951269115913036,0.09552490586663304,0.09271180083161801,0.15793649595166692,0.16763413299265395,0.12796306485348097,0.006080468348726997,0.12031560327464597,0.046030240295311,0.20424758787588693,0.27291725456611104
strawberry,0.17850506942953506,0.16998888625168188,-0.08190658093792944,-0.134650029906851,-0.181107712787821,-0.193578228883801,-0.15738748500899208,-0.09120281507547301,-0.07698663814169798,-0.016207113263590034,0.012517887294910046,0.042528706404863004,0.14281655837576096,-0.178459254910193,-0.17875321713437597,-0.108220553097776,-0.05539439880731101,-0.03650118521821899,0.030296305606209994,-0.18157479931973003,-0.17360705721666897,-0.09612748502402496,-0.033324271784876014,-0.135040106311706,-0.14311690250577802,-0.18161936870065598,-0.20213526825987804,-0.161054521902932,-0.129836447050117,-0.12280540126882,0.05843534949066298,0.07216715499236703,0.052462092840388,0.15774452494261598,0.160365272419225,-0.056977972352608985,-0.06848336096622498,-0.06842229393187305,-0.06626920676713599,-0.123714917659635,-0.11853371248423294,-0.15018274027418804,-0.06559657087549797,-0.007968129556292003,-0.012949299819278004,0.16509359081806696,0.20469882655499294,-0.03447483349857994,-0.05175391717618599,-0.03682379727895102,-0.03409015800480203,-0.08290102005929201,-0.15376968064986296,-0.08192461515944405,-0.07880105219253103,0.02675936114977795,0.262376764645023,-0.07186032265128,-0.06193272266765204,-0.14718759730929803,-0.09888830098944501
watermelon,0.19405805003211857,0.23973758678464183,-0.043364085023511856,-0.12738151138833198,-0.20772808315819097,-0.17066156221713497,-0.18567452204602908,-0.10689725951991802,-0.08999589740095698,-0.08092933548581205,-0.07345433492731201,0.016602780478937984,0.03985359541279804,-0.185959254910193,-0.18829025417141299,-0.159146479023702,-0.10303328769620002,-0.078677111144145,-0.02808332402342001,-0.18680628080121103,-0.17393113129074295,-0.12872007761661797,-0.07448167919228305,-0.059669735941334956,-0.08765393954281503,-0.164489739071026,-0.15583897196358104,-0.15619341079182097,-0.17002163223530198,-0.143777623491043,-0.03480539125007698,0.016843080918293007,0.020749129877425,0.10834637679446796,0.11031897612292901,0.183068323943687,0.12188700940414599,0.039216594957016015,0.057249311751383036,-0.10575195469667198,-0.10927445322497398,-0.12666422175567005,-0.09068916346808997,-0.060421833259996005,0.003022922402943995,0.138750998225474,0.15923586359203,0.08816405539030903,0.04648682356455497,0.15896323975808602,0.129798730884087,-0.08146583487410702,-0.09534375472393697,-0.090119059603888,-0.10167142256290101,-0.03023137959096306,0.14737676464502303,0.048648936607978976,0.14126172177679297,-0.08903944916115003,-0.100554967656111
beach,0.08793650944734414,-0.19924148498577277,0.29747888287682717,0.15438378651827,0.05635001668077799,0.139048582710402,0.12635647634366498,-0.180425842450675,-0.15277770094362997,-0.03944785400433104,-0.16718219322038796,-0.17906147072879203,-0.146134729869006,0.15785113156323705,0.10128301474968204,-0.05849027934576301,-0.157397216842737,-0.140253198100667,-0.13937358167237301,0.15869895269315293,0.05761073666416805,-0.10034648663433093,-0.148998587404844,0.03182180995238504,0.07164759024784595,-0.17482790332223397,-0.09902335199578705,-0.04323044782885799,0.04771991365841799,0.03090434108222595,-0.18677399028389396,-0.13518791747140102,-0.050865201845603,-0.124970853479284,-0.166989800044543,-0.10977587895486296,-0.10209044631244096,-0.03940659344878106,-0.061051815462787984,-0.09507160042936097,0.07475735031769903,0.20045735634416895,-0.11754302820238999,0.0019493422633539703,0.04561148923064101,-0.13782710161349498,-0.13563531193132,-0.09720027633271894,-0.073617846322723,-0.10088579405833997,-0.10417268618515602,-0.051119619093109026,0.050054796000700064,-0.005072763307591988,0.13473759515046402,-0.07635054223186505,-0.14644972488798796,-0.09432811653211698,-0.15988562121837602,0.02646779721566095,-0.055426143179460985
field,0.28165166337750036,0.17042299227927687,0.021536824197893233,-0.12605099609042497,-0.18875867897139498,-0.17883185207220698,-0.13831743669981306,-0.16211062505937002,-0.119136396595804,-0.10765437574346104,-0.16076914974212697,-0.111398427250531,-0.13281951247770202,-0.201714085828067,-0.208553941772057,-0.18457723586750202,-0.138049390755781,-0.161883632883275,-0.11725401645498101,-0.19108365600250005,-0.19554143724887496,-0.14741170402563597,-0.131879022187452,-0.006493407438920018,-0.11884154018693704,-0.21298007723527795,-0.17636030851752604,-0.13708914348103202,-0.148530086341582,-0.172791311091687,-0.127534859849111,-0.14013356964531404,-0.14928911488908103,-0.08882954913145796,-0.12737023482715099,0.22228933843644105,0.18627911890495097,0.12407166742078402,0.05508948888503806,0.051667530005421014,0.0019312633611779928,-0.017803513221048006,-0.06107563689804202,-0.025605005562732985,-0.100801554247619,-0.11005536248306097,-0.145037485844363,0.20665841931945506,0.150566936285972,0.22411420594165998,0.21615340077136502,0.07480429395036897,-0.012988682260169027,0.0054163671271909575,-0.047925448327795994,-0.08939402049273504,-0.14650407271407495,0.10165014433744801,0.208864378781624,-0.04391263756694702,-0.06183918665772198
ocean,0.13922553970618126,-0.4009123041846977,0.3483367029541977,0.18400335173566107,0.16330653841990905,0.24584206097127104,0.17108473721322992,-0.130208451146327,-0.122560309639283,-0.152708723569548,-0.195551758437779,-0.180583209859227,-0.176678208129875,0.24834026199801995,0.16927214518446498,0.07868363369771503,-0.102668955973172,-0.15172058940501498,-0.16241705993324201,0.182340257040979,0.15962160622938604,0.06318612206132102,-0.15600945697006102,0.08568050560455898,0.191864981552193,-0.08971920767005997,-0.11320813460448304,-0.11850218695929299,-0.09179095590679998,-0.100671745874295,-0.20927399028389398,-0.201383569645314,-0.173365201845603,-0.177144766522762,-0.19584849569671703,-0.12733022678094996,-0.11285131587765795,-0.05750441953573804,-0.011432250245396958,-0.12420203521196999,-0.19953612794316994,-0.12492307843844003,-0.14428215863717198,-0.172398483823603,-0.18911677163892404,-0.205761884222191,-0.19411357280088504,-0.11355897198489295,-0.151824368061854,-0.12990753318877402,-0.10917268618515602,-0.152315271267022,-0.17565172573842996,-0.20795319809020102,-0.19738197006692704,-0.21243749875360401,-0.21606929010537895,-0.17878463827124802,-0.160809534261855,-0.17374959408868706,-0.19825223013598198
